,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000032059,Alg9,6.57718,15.5795,13.3393,10.3327,11.4128,13.7899,9.27347,10.8534
ENSMUSG00000032060,Cryab,90.5141,183.897,121.341,135.229,362.885,283.778,250.945,316.09
ENSMUSG00000032062,2310030G06Rik,0.252482,1.26821,0.768823,0.699294,1.23406,1.29589,4.80802,1.81105
ENSMUSG00000032064,Dixdc1,1.60844,2.80353,0.695233,1.73896,5.01366,2.86565,4.39138,2.55181
ENSMUSG00000032065,Tex12,0,0,0.111465,0.107188,0.115054,0,0,0
ENSMUSG00000032066,Bco2,0.222034,0.669977,0.49165,0.266676,0.822326,0.76801,0.614999,1.09775
ENSMUSG00000032067,Pts,44.1375,89.5362,47.6963,48.2678,32.715,27.9107,38.5526,37.243
ENSMUSG00000032068,1600029D21Rik,5.76212,18.8969,18.5886,4.63356,12.8938,6.88509,114.295,4.89121
ENSMUSG00000032076,Cadm1,16.3706,7.89267,21.3252,35.4929,22.4502,23.4494,29.8546,21.1289
ENSMUSG00000032077,Bud13,7.76949,4.87606,14.3698,7.98559,2.83192,2.09971,3.95669,2.92152
ENSMUSG00000032078,Zfp259,47.6234,53.8175,43.8587,49.6901,30.5407,31.0778,17.699,25.0898
ENSMUSG00000032079,Apoa5,0,0,0,0,0,0.0183044,0,0
ENSMUSG00000032080,Apoa4,0,0,0,0,0,0,0,0
ENSMUSG00000032081,Apoc3,0,0,0,0,0,0,0,0
ENSMUSG00000032083,Apoa1,0,1.01204,0,0,0.313568,0.38564,0.85799,0.439879
ENSMUSG00000032085,Tagln,192.414,551.488,165.223,463.374,499.663,550.451,966.543,1568.93
ENSMUSG00000032086,Bace1,7.59348,2.95718,5.59121,7.85048,12.1151,11.089,18.9084,24.0664
ENSMUSG00000032087,Dscaml1,0.429481,0.238449,0.328655,1.34158,0.121722,0.116631,0.169584,0.240199
ENSMUSG00000032089,Il10ra,31.6991,14.594,32.8348,25.4618,2.89272,2.76784,3.72496,6.06096
ENSMUSG00000032091,Tmprss4,0.137392,0,0.137484,0.0847949,0.341367,0.112704,5.11791,0.081722
ENSMUSG00000032092,Mpzl2,2.96858,2.12104,3.37536,1.76649,6.92176,5.70535,17.0465,11.4677
ENSMUSG00000032093,Cd3e,119.366,163.962,166.181,143.924,0.857335,1.3064,1.33896,2.86187
ENSMUSG00000032094,Cd3d,190.819,445.991,222.213,216.738,3.34155,4.05131,1.92516,3.41629
ENSMUSG00000032096,Arcn1,99.2386,55.9749,114.537,107.19,105.566,141.387,95.2818,108.348
ENSMUSG00000032097,Ddx6,11.3833,8.31631,9.66677,10.2275,4.26131,4.78275,3.32498,6.8151
ENSMUSG00000032098,Treh,0,0,0,0,0,0,0,0
ENSMUSG00000032099,Pate4,0.051309,0.114479,0.0493113,0.189415,0,0,0,0
ENSMUSG00000032101,Ddx25,0.379234,1.69457,0.196512,1.15862,0,0.0530152,0.166992,0.0534201
ENSMUSG00000032103,Pus3,0.69631,0.299216,0.979498,0.61847,0.339556,0.438296,0.255606,0.34329
ENSMUSG00000032105,Pdzd3,0,0,0,0,0.146488,0,0,0.0393213
ENSMUSG00000032108,D730048I06Rik,0,0,0,0,0.0375797,0,0,0
ENSMUSG00000032109,Nlrx1,0.967251,0.887485,2.4608,3.25491,1.4482,1.65207,6.72583,4.83618
ENSMUSG00000032110,Acrv1,0.247598,0,0.0475967,0,0.0969227,0.0447695,0,0
ENSMUSG00000032112,Trappc4,55.1837,98.0956,48.8808,60.8252,89.276,71.9623,57.3726,63.0331
ENSMUSG00000032113,Chek1,3.94784,7.48149,4.11623,1.15524,1.5145,1.67378,0.541113,1.31812
ENSMUSG00000032114,Slc37a4,9.73631,10.9238,5.09138,4.34553,9.94758,8.36738,6.00661,6.85519
ENSMUSG00000032115,Hyou1,5.09625,2.97526,8.14082,10.3271,1.9773,2.33334,4.38508,6.53341
ENSMUSG00000032116,Stt3a,98.7747,89.3582,90.329,89.9546,140.464,162.171,106.83,96.3408
ENSMUSG00000032118,Fez1,5.17175,4.1785,3.70265,3.72985,35.9549,36.823,24.3057,25.4158
ENSMUSG00000032119,Hinfp,9.05809,5.46239,7.81389,8.7622,2.1853,2.32648,2.35554,2.60705
ENSMUSG00000032120,C2cd2l,2.98947,2.77734,9.09744,6.61066,2.1153,2.44538,6.78949,5.61213
ENSMUSG00000032121,Tmem218,6.5401,15.805,7.80297,5.23056,30.5845,27.5095,38.2227,18.9661
ENSMUSG00000032122,Slc37a2,3.58614,1.77719,3.87744,6.51684,1.27185,1.52944,3.55816,3.74139
ENSMUSG00000032123,Dpagt1,15.5022,31.6445,11.445,10.6595,29.008,27.2661,22.3193,18.3735
ENSMUSG00000032125,Robo4,2.2768,1.90291,3.47728,2.87799,6.10325,7.50593,34.6352,34.773
ENSMUSG00000032126,Hmbs,30.1744,42.5377,21.245,17.493,31.3197,24.9607,19.3685,16.2085
ENSMUSG00000032127,Vps11,30.2662,16.8023,26.7583,34.745,18.7528,16.6305,24.987,27.3987
ENSMUSG00000032128,Robo3,0.188834,0.211022,0.0202008,0.193855,0.0135482,0.132002,0.0800192,0.0576293
ENSMUSG00000032131,Abcg4,0.0324536,0.780192,0,0.289805,1.02425,0.80165,2.35286,1.26036
ENSMUSG00000032134,Muc16,0,0,0,0,0.0522603,0.048205,0,0
ENSMUSG00000032135,Mcam,10.8354,10.3822,10.2914,14.1993,13.2901,16.7139,33.7129,52.8206
ENSMUSG00000032171,Pin1,26.6029,54.3556,20.3681,28.1094,31.935,25.8278,26.3959,24.8228
ENSMUSG00000032172,Olfm2,1.66022,2.82659,0.481926,0.852018,3.13542,2.80365,1.81106,1.15816
ENSMUSG00000032174,Icam5,0.106027,0.118545,0.175062,0.0839851,0.132722,0.124306,0.362073,0.180272
ENSMUSG00000032175,Tyk2,5.34182,1.5572,11.2789,17.0625,1.08719,1.99789,4.96725,5.59266
ENSMUSG00000032177,Pde4a,1.3758,1.98096,1.32838,2.60852,1.65947,1.43187,3.44064,2.63985
ENSMUSG00000032178,Ilf3,30.6088,16.0105,54.766,44.7454,10.6165,11.9238,18.5211,20.5623
ENSMUSG00000032179,Bmp5,1.86271,3.83782,1.50046,1.34901,25.854,31.971,16.1774,18.7557
ENSMUSG00000032180,Tmed1,31.9445,46.3995,16.3444,23.3078,118.032,91.3043,60.3112,57.7479
ENSMUSG00000032181,Scg3,1.05766,0.533115,0.698863,0.268256,11.9833,8.59233,2.65484,2.2215
ENSMUSG00000032182,Yipf2,6.88549,8.89019,6.75521,7.80522,15.565,12.1374,19.4839,15.483
ENSMUSG00000032184,Lysmd2,4.70453,16.0464,6.89071,15.1398,106.449,62.454,41.8932,39.2148
ENSMUSG00000032185,Carm1,2.33891,1.83969,1.69131,1.96936,0.869725,1.07965,1.28879,1.92481
ENSMUSG00000032186,Tmod2,3.22606,1.16956,2.23733,2.07124,15.6975,14.6735,9.16188,14.0632
ENSMUSG00000032187,Smarca4,22.8418,9.35147,27.9136,31.5558,4.34849,5.32869,12.6443,15.9215
ENSMUSG00000032191,Bcl2l10,0.0430483,0,0,0,0.0841749,0,0.0409821,0.197098
ENSMUSG00000032192,Gnb5,4.56389,4.15019,4.63185,3.88416,25.8571,21.8751,14.0643,16.1996
ENSMUSG00000032193,Ldlr,12.1219,4.2141,14.657,15.8706,13.5833,15.8376,34.4507,49.312
ENSMUSG00000032194,Kank2,0.906164,1.41034,1.84127,3.79822,3.66536,4.18706,10.6308,13.2485
ENSMUSG00000032198,Dock6,1.27058,0.891587,1.11367,1.39622,2.46065,3.425,6.42818,7.66764
ENSMUSG00000032199,Polr2m,9.50991,31.2825,54.0462,75.3555,37.713,19.1836,28.6484,18.9106
ENSMUSG00000032202,Rab27a,8.77517,5.40717,8.81794,7.49097,2.08778,3.16183,4.40612,6.16808
ENSMUSG00000032203,Pigb,6.97744,3.78545,6.96383,6.74031,9.3205,13.5018,10.1047,9.61823
ENSMUSG00000032204,Aqp9,2.83256,3.69732,2.0139,1.67688,1.18027,1.34843,0.363437,0.190028
ENSMUSG00000032207,Lipc,0.112616,0.0314512,0,0.208047,0.779417,0.358443,0.602983,0.341589
ENSMUSG00000032212,Sltm,23.1032,16.1859,19.4432,13.0461,10.2885,16.5088,9.02135,7.26184
ENSMUSG00000032215,Rsl24d1,62.4434,101.371,59.4612,50.9464,43.5779,42.3385,25.3569,23.7071
ENSMUSG00000032216,Nedd4,56.8482,30.1906,30.8653,49.3679,135.203,177.417,146.671,186.8
ENSMUSG00000032217,Rnf111,2.24691,2.98339,7.01975,7.03266,1.90844,1.61464,1.86679,1.25678
ENSMUSG00000032218,Ccnb2,33.2308,76.4983,31.3532,18.2774,6.51247,7.34567,4.21092,3.01026
ENSMUSG00000032219,Tex9,0.469237,0.656889,0.841471,0.304232,0.258604,0.267002,0.322163,0.046284
ENSMUSG00000032220,Myo1e,22.0816,6.10075,38.7714,39.2118,8.06083,13.2415,29.0754,36.7498
ENSMUSG00000032221,Mns1,3.47252,2.298,3.05943,2.39344,0.31262,1.06863,0.458906,0.635885
ENSMUSG00000032224,Fam81a,0.389854,0.540476,0.105133,0.720538,0.713628,0.838873,1.40151,2.31284
ENSMUSG00000032226,Gcnt3,0.101985,0.05703,0.186686,0.0471322,0.0892979,0.0186225,2.09822,0.0280097
ENSMUSG00000032228,Tcf12,18.5182,16.5748,30.7085,20.7807,22.5837,29.2288,19.3469,22.0577
ENSMUSG00000032231,Anxa2,465.379,710.523,490.01,461.025,1372.32,1214.61,1042.2,1008.48
ENSMUSG00000032232,Cgnl1,0.806294,1.21916,1.71585,0.994628,2.20893,3.47744,9.63613,7.75081
ENSMUSG00000032235,Narg2,5.1644,1.6711,2.5591,2.81158,2.70465,3.22943,1.88759,2.9859
ENSMUSG00000032238,Rora,51.702,50.6723,41.1605,42.4968,59.6492,62.4173,27.463,30.7879
ENSMUSG00000032239,Rp9,47.6116,164.977,91.8767,82.9974,61.277,48.0083,40.5011,28.7552
ENSMUSG00000032243,Itga11,1.47012,0.107664,1.72211,1.77672,7.01357,6.21801,14.7495,19.1625
ENSMUSG00000032244,Fem1b,7.56123,8.76172,13.355,14.5542,12.2216,13.1663,11.6542,10.6888
ENSMUSG00000032245,Cln6,2.64832,4.75249,7.74373,5.32868,2.47808,2.19494,4.73169,2.54875
ENSMUSG00000032246,Calml4,0.721556,1.52306,0.686401,0.867556,13.366,9.9654,15.2405,9.98486
ENSMUSG00000032249,Anp32a,10.9587,21.724,5.46458,9.10162,4.67581,6.33197,4.80397,8.59119
ENSMUSG00000032251,Irak1bp1,0.884421,2.11762,0.559433,1.79744,6.80294,6.63684,3.43548,4.26509
ENSMUSG00000032252,Glce,12.4591,5.56341,10.6127,10.6002,17.3811,22.1686,12.3755,15.139
ENSMUSG00000032253,Phip,35.4585,10.4745,27.2054,23.6049,13.4142,22.176,16.0772,17.3249
ENSMUSG00000032254,Kif23,9.6166,4.3865,4.54844,6.55998,1.54302,2.31723,0.872471,1.83487
ENSMUSG00000032257,Ankk1,0.0339949,0,0,0.0471203,0,0.0309844,0.0162478,0
ENSMUSG00000032258,Lca5,3.6143,0.948879,1.78843,2.14993,3.88343,2.838,1.46383,2.24321
ENSMUSG00000032259,Drd2,0,0.0628602,0,0,0,0,0,0
ENSMUSG00000032261,Sh3bgrl2,1.57182,0.327112,2.46581,2.93866,3.03116,4.93569,15.1526,10.759
ENSMUSG00000032262,Elovl4,1.06281,1.35335,0.909922,1.18681,2.28495,3.25769,2.15962,1.79738
ENSMUSG00000032263,Bckdhb,8.64949,18.0358,8.44264,11.0882,17.4044,19.2646,14.8119,11.4691
ENSMUSG00000032264,Zw10,19.9619,12.7732,12.2482,9.68788,9.07387,13.6892,6.52936,5.28837
ENSMUSG00000032265,Fam46a,3.5054,4.37136,5.21866,3.57599,7.87029,5.62562,3.47652,3.28859
ENSMUSG00000032267,Usp28,11.315,4.28466,9.60851,8.49945,2.68564,4.1996,2.83188,3.47852
ENSMUSG00000032268,Tmprss5,0.915959,0.650823,4.49861,1.69661,0.910526,1.21073,1.47945,1.11381
ENSMUSG00000032269,Htr3a,0.0226429,0.0253045,0,0,0.02207,0,0,0
ENSMUSG00000032271,Nnmt,14.8846,24.9564,4.40388,7.16727,162.739,113.699,77.7963,96.2212
ENSMUSG00000032274,Cyp19a1,0,10.4556,0.0375903,0,0,0,0,0
ENSMUSG00000032278,Paqr5,4.69682,4.9482,5.70747,4.62493,0.991428,0.958268,1.49298,0.926797
ENSMUSG00000032279,Idh3a,65.4461,94.1857,58.6113,58.344,54.2828,55.0441,43.8117,66.6523
ENSMUSG00000032280,Tle3,5.74819,5.53503,15.3668,15.9194,2.74321,2.31917,4.33856,4.39106
ENSMUSG00000032281,Acsbg1,5.17754,4.97924,2.80399,5.62397,4.00658,1.5209,4.64925,5.56139
ENSMUSG00000032285,Dnaja4,1.23667,6.66754,13.9425,16.4983,14.3553,9.56564,11.3243,5.21782
ENSMUSG00000032288,Imp3,40.6235,101.124,53.1561,51.4214,44.9397,35.7103,29.2452,28.3496
ENSMUSG00000032289,Thsd4,1.34873,1.24405,1.23282,2.37965,2.54379,3.13887,4.83411,9.67219
ENSMUSG00000032290,Ptpn9,2.04226,2.40545,2.7524,3.59448,5.28479,3.30213,3.06623,2.22769
ENSMUSG00000032291,Crabp1,1.6057,0.936861,0,0.634533,15.1015,10.7122,4.34483,3.50169
ENSMUSG00000032292,Nr2e3,0.055735,0.124536,0,0,0.0170618,0,0.202464,0
ENSMUSG00000032293,Ireb2,4.35197,2.87431,4.92345,3.11672,3.32222,4.55284,2.09026,2.67191
ENSMUSG00000032294,Pkm2,634.597,565.823,590.284,634.241,412.606,380.609,436.935,511.284
ENSMUSG00000032295,Man2c1,27.3105,12.5677,26.5088,27.9189,16.6706,11.6159,26.8337,32.4567
ENSMUSG00000032297,Celf6,0,0,0,0,0.0170881,0,0.158608,0.0285728
ENSMUSG00000032298,Neil1,19.0363,19.2699,20.3875,24.7598,5.8399,5.46748,3.17607,5.17095
ENSMUSG00000032299,Commd4,144.13,279.161,122.895,117.265,98.6299,80.4142,71.4834,74.8866
ENSMUSG00000032300,1700017B05Rik,28.2676,16.8573,40.2056,40.583,8.46244,6.79905,14.6374,15.8738
ENSMUSG00000032301,Psma4,120.246,188.134,105.396,126.86,160.042,142.637,103.088,111.002
ENSMUSG00000032303,Chrna3,0.248376,0.0520656,0,0,0,0.0424602,0,0.0426346
ENSMUSG00000032305,2310046O06Rik,3.45272,4.50976,3.22918,7.61598,7.52421,5.71786,9.18974,10.815
ENSMUSG00000032306,Mpi,11.438,18.2362,14.8213,9.04107,15.3206,15.3924,18.9083,16.3276
ENSMUSG00000032307,Ube2q2,5.06656,7.28565,6.96563,7.82683,9.15037,8.08239,7.87432,6.50489
ENSMUSG00000032308,Ulk3,8.14689,5.60504,10.0128,9.59255,3.4736,2.84195,4.30147,3.79554
ENSMUSG00000032309,Fbxo22,22.8071,18.0355,19.6249,18.3182,26.0399,28.6866,22.0038,27.4419
ENSMUSG00000032310,Cyp1a2,0,0.0565045,0,0.0233577,0,0,0,0
ENSMUSG00000032311,Nrg4,0.72161,1.87524,1.18086,0.819586,0.778805,1.3343,0.548296,1.03609
ENSMUSG00000032312,Csk,23.8158,23.7533,24.1492,21.3186,2.32406,2.02437,3.0261,3.61125
ENSMUSG00000032313,AI118078,0.326415,0.950391,0.0184888,0.106449,0.299286,0.299376,0.0729992,0
ENSMUSG00000032314,Etfa,108.479,166.896,103.342,100.925,161.837,166.859,151.797,154.762
ENSMUSG00000032315,Cyp1a1,0.0524428,0,0,0.242299,0.0170255,0.0955857,0.267339,0.656179
ENSMUSG00000032316,Clk3,78.402,77.3843,79.9418,78.7562,45.0814,41.8472,43.8236,44.7042
ENSMUSG00000032318,Isl2,0.220415,0,0.0615817,0,0.153437,0.031246,0.248776,0.0315264
ENSMUSG00000032320,Rcn2,53.3077,94.7607,84.9964,74.6383,202.945,178.643,154.058,123.666
ENSMUSG00000032322,Pstpip1,40.0872,31.4144,24.5663,21.4227,15.4218,14.5273,6.26374,5.3613
ENSMUSG00000032323,Cyp11a1,1.60727,2.49571,1.25851,0.176147,0.584558,0.173361,0,0.0748278
ENSMUSG00000032324,Tspan3,68.6627,131.289,91.0152,104.74,396.424,289.264,249.612,167.695
ENSMUSG00000032327,Stra6,1.92355,1.96403,2.12647,1.32601,7.03181,7.3116,27.2693,30.6922
ENSMUSG00000032328,Tmem30a,46.2204,37.4738,69.9734,61.4989,75.8715,98.9867,75.0831,92.8241
ENSMUSG00000032329,Hmg20a,17.4076,9.65936,12.522,11.5919,17.5949,20.5234,14.7222,15.6727
ENSMUSG00000032330,Cox7a2,178.045,600.669,182.858,231.835,332.371,297.004,292.616,322.71
ENSMUSG00000032332,Col12a1,7.35785,8.85891,4.65307,1.83285,41.87,37.788,39.4912,27.8571
ENSMUSG00000032333,Stoml1,16.1025,8.7567,10.0503,15.3175,18.7491,13.9991,21.8317,17.9586
ENSMUSG00000032334,Loxl1,7.05433,13.248,3.12012,7.82758,41.0073,32.1941,37.7183,38.8324
ENSMUSG00000032336,Nptn,90.5184,135.986,89.4295,93.312,157.271,166.564,131.715,163.831
ENSMUSG00000032338,Hcn4,0,0.013028,0,0.0753714,0,0.0106324,0.100309,0.0319962
ENSMUSG00000032340,Neo1,1.02475,1.28994,0.0797634,0.391901,3.95317,3.41829,2.52573,1.87898
ENSMUSG00000032342,Mto1,13.4639,13.278,11.0996,7.82392,11.5675,11.4049,10.0468,8.81204
ENSMUSG00000032343,Impg1,0.106518,0.0744409,0.0256496,0.135359,0,0,0.0118517,0
ENSMUSG00000032344,E330016A19Rik,2.44257,1.92301,2.69041,2.49791,1.1916,1.8984,3.68144,4.62491
ENSMUSG00000032346,Ooep,0.307531,0.687388,0.296077,0,0.235494,0.21996,0.167851,0.12067
ENSMUSG00000032348,Gsta4,5.04671,7.48097,5.3612,5.75193,20.5412,14.0828,57.8454,35.2892
ENSMUSG00000032349,Elovl5,147.111,145.412,202.376,212.875,118.746,140.022,173.64,227.011
ENSMUSG00000032350,Gclc,4.47018,7.11166,1.12985,2.03555,3.64047,2.62775,1.29642,1.04996
ENSMUSG00000032352,Lrrc1,0.479807,1.27637,1.881,2.67868,1.93609,1.47901,1.78879,1.25774
ENSMUSG00000032353,Tmed3,92.9512,164.808,62.2133,77.0418,373.292,286.037,210.053,147.793
ENSMUSG00000032355,2310046A06Rik,2.66044,4.43496,13.9922,9.33488,3.07414,4.79946,6.87859,8.92405
ENSMUSG00000032356,Rasgrf1,0.103942,0.212218,0,0,0.331716,0.0189788,0.106233,0
ENSMUSG00000032357,Tinag,0,0,0,0,0,0,0,0
ENSMUSG00000032358,Fam83b,0.0860082,0.160278,0.303756,0,0.0697732,0.0784439,0.644287,0.0787415
ENSMUSG00000032359,Ctsh,255.324,371.626,258.288,316.992,224.553,210.035,151.598,196.827
ENSMUSG00000032360,Hcrtr2,0.217266,0.0133798,0.568739,0.423924,0.127648,0.0327567,0.173285,0.087629
ENSMUSG00000032363,Adamts7,0.262369,0.48429,0.57074,0.249842,0.592793,0.345614,2.75578,1.641
ENSMUSG00000032366,Tpm1,112.669,113.236,111.523,238.918,267.129,333.911,526.349,707.416
ENSMUSG00000032368,Zic1,0.033267,0.352665,0.0480572,0,0.0648034,0,0.0477025,0
ENSMUSG00000032369,Plscr1,30.4388,49.7179,44.7163,43.9303,57.7612,65.8266,213.391,126.867
ENSMUSG00000032370,Lactb,2.08538,10.4024,17.5811,21.1683,4.8819,3.26514,2.75506,1.83501
ENSMUSG00000032372,Plscr2,1.73772,2.35569,0.830971,1.79546,12.8917,16.0782,24.3903,26.7123
ENSMUSG00000032373,Car12,5.43241,5.59828,5.20742,1.68617,5.15926,5.50733,6.17554,1.57715
ENSMUSG00000032374,Plod2,5.32921,5.0033,3.48567,2.6246,25.2379,32.0839,15.2056,14.8397
ENSMUSG00000032375,Aph1b,2.53191,2.59691,1.443,1.38036,6.52355,6.46988,6.35794,8.0195
ENSMUSG00000032376,Usp3,30.9133,27.9778,33.5499,27.0801,7.85041,10.7066,8.62823,12.0084
ENSMUSG00000032377,Plscr4,4.05951,3.76353,4.09342,4.44459,24.3518,24.7374,28.2863,28.4171
ENSMUSG00000032380,Dapk2,9.20413,13.3707,7.07007,7.18637,60.2371,54.5854,50.7991,40.7425
ENSMUSG00000032381,Fam96a,84.038,158.05,63.0507,71.396,37.9636,39.2992,30.5127,35.3299
ENSMUSG00000032382,Snx1,59.7702,69.7599,53.0069,58.6552,72.0847,78.2933,46.8744,71.1285
ENSMUSG00000032383,Ppib,173.036,398.943,150.832,176.125,436.154,352.655,252.288,253.486
ENSMUSG00000032384,Csnk1g1,5.55569,3.00099,5.28733,7.15329,2.48345,2.88141,3.00025,2.27251
ENSMUSG00000032386,Trip4,9.85972,4.24067,8.34406,9.45471,16.8456,13.6109,12.294,12.7955
ENSMUSG00000032387,Rbpms2,9.24421,15.128,11.9801,30.6648,14.7336,19.3592,56.0455,93.5493
ENSMUSG00000032388,Spg21,42.9157,83.8316,44.9249,48.893,51.3629,42.6574,40.0013,40.8287
ENSMUSG00000032392,Parp16,1.9128,0.912455,1.81035,2.98314,3.2459,3.9831,7.70026,5.21824
ENSMUSG00000032393,Dpp8,10.7987,4.70834,18.95,15.7415,12.4908,19.3407,20.2401,26.5136
ENSMUSG00000032394,Igdcc3,0.187715,0.0484287,0.0417177,0,0.0140491,0.0263312,0.041419,0
ENSMUSG00000032396,Dis3l,6.70957,1.77397,4.39974,5.81578,4.77664,4.98675,5.32231,7.0123
ENSMUSG00000032397,Tipin,48.9762,62.23,29.5419,25.676,46.059,45.8796,32.4331,35.9738
ENSMUSG00000032398,Snapc5,47.5572,64.0977,45.2981,50.4546,90.0291,84.4494,69.696,80.015
ENSMUSG00000032399,Rpl4,1552.14,2395.54,1441.89,1579.6,801.906,730.802,474.064,533.438
ENSMUSG00000032400,Zwilch,3.50645,1.65881,2.35498,2.0744,1.24797,1.23129,0.728508,0.101036
ENSMUSG00000032401,Lctl,0,0.251977,0,0.187073,0.105117,0.0334469,0.318073,1.27838
ENSMUSG00000032402,Smad3,4.11211,3.6452,14.8046,15.9848,4.8792,3.62345,5.34053,4.6627
ENSMUSG00000032403,2300009A05Rik,7.5256,61.9912,26.1179,38.4702,63.894,24.0808,32.5483,16.3892
ENSMUSG00000032405,Pias1,84.9379,92.1325,80.0324,64.3364,44.7583,45.1174,37.3716,40.66
ENSMUSG00000032407,2610101N10Rik,12.4649,7.22725,12.1194,10.8879,7.67117,11.8104,8.90917,10.7595
ENSMUSG00000032409,Atr,3.86456,1.20268,5.40142,3.79053,1.43457,2.42945,1.46491,2.0081
ENSMUSG00000032410,Xrn1,3.71222,1.08207,4.14535,4.1803,1.4533,3.13977,1.70904,3.37682
ENSMUSG00000032411,Tfdp2,2.73586,4.83502,7.72189,4.65369,5.07766,4.29168,4.88356,3.53653
ENSMUSG00000032412,Atp1b3,365.296,507.688,497.462,429.566,251.157,279.338,290.396,300.359
ENSMUSG00000032413,Rasa2,19.8278,14.2295,27.4509,19.3384,6.93313,11.5881,6.75598,5.96184
ENSMUSG00000032415,Ube2cbp,4.43143,5.41094,2.85133,1.92745,2.83846,1.99127,1.27865,1.08776
ENSMUSG00000032417,Rwdd2a,5.05152,3.32256,3.38956,3.0733,3.67322,3.15898,1.5667,2.761
ENSMUSG00000032418,Me1,0.275094,0.769026,0.781717,0.635613,2.67788,2.04522,2.14432,2.10304
ENSMUSG00000032419,Tbx18,0.335716,0.531936,0.332442,0.370649,3.95514,2.65699,1.27627,1.21229
ENSMUSG00000032420,Nt5e,16.9473,12.0233,25.8456,13.9878,22.3294,27.4279,32.1975,23.3013
ENSMUSG00000032422,Snx14,12.9975,6.87983,8.27345,12.1246,14.9173,17.8005,14.666,14.2499
ENSMUSG00000032423,Syncrip,35.4954,25.9844,49.9476,58.073,17.6959,25.1517,17.2375,19.9489
ENSMUSG00000032424,Snhg5,55.8788,92.6589,42.9494,33.7495,50.8157,49.5659,24.8805,26.7239
ENSMUSG00000032425,Zfp949,4.37441,4.45234,5.21555,3.74867,4.3006,4.05656,3.33704,2.39763
ENSMUSG00000032431,Crtap,5.23115,29.3498,15.0017,20.7891,209.341,99.7664,77.9848,50.7451
ENSMUSG00000032434,Cmtm6,123.909,71.9153,132.545,138.21,87.5023,92.4,98.4546,86.8068
ENSMUSG00000032435,Dync1li1,50.9566,24.0639,50.245,46.3132,29.1561,31.7664,36.3329,45.8088
ENSMUSG00000032436,Cmtm7,219.149,524.359,177.346,166.971,123.49,100.104,64.2575,53.2848
ENSMUSG00000032437,Stt3b,28.3098,36.4519,67.5648,68.9735,38.6096,41.0098,37.9327,33.6934
ENSMUSG00000032440,Tgfbr2,33.6781,14.4044,57.6523,50.8285,13.3725,14.7369,36.818,45.1595
ENSMUSG00000032443,Zcwpw2,0.382164,0.633443,0.182388,0,0.57051,0.982076,0.534816,0.698859
ENSMUSG00000032446,Eomes,2.73177,4.91111,11.1024,9.24783,0.117896,0.146598,0.0955883,0.0571777
ENSMUSG00000032449,Slc25a36,46.2507,28.5472,49.6096,40.5739,24.9364,30.7526,23.1048,19.5987
ENSMUSG00000032451,Trim42,0.131045,0,0,0.0345963,0.0182364,0.0682222,0,0
ENSMUSG00000032452,Clstn2,0.150591,0.113925,0.068814,0.204146,0.246586,0.331568,0.358734,0.332138
ENSMUSG00000032454,Rbp2,0,0,0,0,0.0993853,0.539835,0,1.01554
ENSMUSG00000032456,Nmnat3,9.8501,10.199,4.3397,7.36824,9.95555,5.60103,7.64093,4.98064
ENSMUSG00000032458,Copb2,55.9537,36.1087,45.4171,56.1584,75.1705,98.7026,75.4755,70.2143
ENSMUSG00000032459,Mrps22,13.4,23.4264,12.5091,14.2122,14.2887,12.0939,7.59592,9.3319
ENSMUSG00000032462,Pik3cb,2.0538,1.06204,5.15177,6.21535,1.65902,2.7159,3.69238,4.04275
ENSMUSG00000032463,Faim,27.9062,39.4254,27.5504,24.9945,19.8285,19.8116,19.4469,18.0897
ENSMUSG00000032468,Armc8,12.161,7.77677,10.8442,9.0518,11.3435,13.4829,10.7085,10.9431
ENSMUSG00000032469,Dbr1,41.9251,35.4773,46.8874,31.5524,8.20615,10.4919,6.03647,8.02288
ENSMUSG00000032470,Mras,1.82132,3.16783,4.07562,6.27105,9.02575,10.0145,17.35,15.0005
ENSMUSG00000032473,Cldn18,0.16564,0.117822,0.0345766,0.0681634,0.0614999,0.0480887,0,0.0658267
ENSMUSG00000032475,Nck1,31.0052,35.9481,39.5517,36.6755,41.7064,44.2363,40.0787,54.1139
ENSMUSG00000032477,Cdc25a,2.78823,3.52059,6.50689,7.83176,1.67854,1.84812,3.45165,1.61459
ENSMUSG00000032478,Nme6,11.672,25.0413,7.11209,4.5069,16.1331,13.2261,11.9333,10.5195
ENSMUSG00000032479,Mtap4,20.0477,6.59918,34.2377,46.3494,12.8873,19.3606,55.8938,84.2538
ENSMUSG00000032480,Dhx30,20.9791,7.55941,26.7772,22.3924,8.92148,10.3569,20.6411,27.6595
ENSMUSG00000032481,Smarcc1,5.8481,2.97488,8.73672,8.71513,2.05179,3.80304,3.77854,6.24955
ENSMUSG00000032482,Cspg5,0.182677,0.114913,0,0.0316574,0.044439,0.0312624,0,0
ENSMUSG00000032484,Ngp,76.3488,592.753,810.354,133.832,488.747,640.858,327.977,43.0629
ENSMUSG00000032485,Scap,10.5498,8.27941,18.8269,23.6611,7.20345,5.38776,15.2272,14.3698
ENSMUSG00000032487,Ptgs2,9.35082,3.7866,16.2892,23.466,21.8307,29.4946,30.0108,40.7525
